text,rating,date,location
,,,"Seattle, WA"
,,,"Seattle, WA"
,,,
,,,"Seattle, WA"
,,,"Seattle, WA"
,,,
,5 star rating,"Jun 8, 2017",
,5 star rating,,
,,"Jun 8, 2017",
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">Very average Thai food , still don't understand why it is popular , waiting time is quite ridiculous! Would not come back as there are so many options in the area !</span>",1 star rating,"Nov 22, 2017","Darlinghurst, Australia"
,,,"Darlinghurst, Australia"
,,,"Darlinghurst, Australia"
,,,
,,,"Darlinghurst, Australia"
,,,"Darlinghurst, Australia"
,,,
,1 star rating,"Nov 22, 2017",
,1 star rating,,
,,"Nov 22, 2017",
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">Excellent food, everything is good there. Come earlier because the line can get long. My favorite place to go to whenever I am in Sydney. Family style is definitely the way to go. I have nothing bad to say about this place.</span>",5 star rating,"Mar 23, 2017","Stanton, CA"
,,,"Stanton, CA"
,,,"Stanton, CA"
,,,
,,,"Stanton, CA"
,,,"Stanton, CA"
,,,
,5 star rating,"Mar 23, 2017",
,5 star rating,,
,,"Mar 23, 2017",
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">It was recommended to try this place while visiting Sydney. This place did not disappoint. I can say it's the best Thai food I have ever had. I had the classic Pad Thai, Dim Sum, and chicken satay. If you are ever in Sydney visiting you have to give it a try.</span>",5 star rating,"Apr 6, 2017","Atlanta, GA"
,,,"Atlanta, GA"
,,,"Atlanta, GA"
,,,
,,,"Atlanta, GA"
,,,"Atlanta, GA"
,,,
,5 star rating,"Apr 6, 2017",
,5 star rating,,
,,"Apr 6, 2017",
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,4 star rating,,
,4 star rating,,
,4 star rating,,
,,,
,4 star rating,,
,,,
,,,
,3.5 star rating,,
,3.5 star rating,,
,,,
,3.5 star rating,,
,,,
,,,
,3.5 star rating,,
,3.5 star rating,,
,,,
,3.5 star rating,,
,,,
,,,
,4 star rating,,
,4 star rating,,
,,,
,4 star rating,,
,,,
,,,
,4 star rating,,
,4 star rating,,
,,,
,4 star rating,,
,,,
,,,
,4 star rating,,
,4 star rating,,
,,,
,4 star rating,,
,,,
,,,
,3.5 star rating,,
,3.5 star rating,,
,,,
,3.5 star rating,,
,,,
,,,
,3.5 star rating,,
,3.5 star rating,,
,,,
,3.5 star rating,,
,,,
,,,
,4 star rating,,
,4 star rating,,
,,,
,4 star rating,,
,,,
,,,
,4.5 star rating,,
,4.5 star rating,,
,,,
,4.5 star rating,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
text,rating,date,location
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
"<span class="" raw__09f24__T4Ezm"">299 Sussex St</span>",3 star rating,"Sep 11, 2016","I've tried a range of dishes and really love the Massaman Curry, red curry, all the "
"<span class="" raw__09f24__T4Ezm"">299 Sussex St</span>",3 star rating,"Sep 11, 2016","I've tried a range of dishes and really love the Massaman Curry, red curry, all the "
,,,
,,,
,,,
,,,
,,,"I've tried a range of dishes and really love the Massaman Curry, red curry, all the "
,,,"I've tried a range of dishes and really love the Massaman Curry, red curry, all the "
,,,
,,,"I've tried a range of dishes and really love the Massaman Curry, red curry, all the "
,,,
,,," flavours
Even on a Wednesday evening, there was a queue outside the restaurant."
,,,
,,,Pork belly is really excellent as well as the 
"<span class="" raw__09f24__T4Ezm"">299 Sussex St</span>",,,
,,,
"<span class="" raw__09f24__T4Ezm"">299 Sussex St</span>",,,
"<span class="" raw__09f24__T4Ezm"">299 Sussex St</span>",,,
"<span class="" raw__09f24__T4Ezm"">299 Sussex St</span>",,,
"<span class="" raw__09f24__T4Ezm"">299 Sussex St</span>",,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">The restaurant had a funny wet-dog smell and some pesky flies. The food was average/good. I had the cashew chicken and my husband the crispy pork. Menu size and options were nice and service was quick.</span>",3 star rating,"Sep 11, 2016",Location
"<span class="" raw__09f24__T4Ezm"" lang=""en"">The restaurant had a funny wet-dog smell and some pesky flies. The food was average/good. I had the cashew chicken and my husband the crispy pork. Menu size and options were nice and service was quick.</span>",3 star rating,"Sep 11, 2016",Location
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">The restaurant had a funny wet-dog smell and some pesky flies. The food was average/good. I had the cashew chicken and my husband the crispy pork. Menu size and options were nice and service was quick.</span>",3 star rating,"Sep 11, 2016",Location
,,,Location
,,,Location
,,,
,,,Location
,,,Location
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">The restaurant had a funny wet-dog smell and some pesky flies. The food was average/good. I had the cashew chicken and my husband the crispy pork. Menu size and options were nice and service was quick.</span>",3 star rating,"Sep 11, 2016","New York, NY"
,,,"New York, NY"
,,,"New York, NY"
,,,
,,,"New York, NY"
,,,"New York, NY"
,,,
,3 star rating,"Sep 11, 2016",
,3 star rating,,
,,"Sep 11, 2016",
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">Really good and packed house. The wait was not bad but the service was a bit slow. Sticky mango was delicious.</span>",4 star rating,"May 10, 2017","Temecula, CA"
,,,"Temecula, CA"
,,,"Temecula, CA"
,,,
,,,"Temecula, CA"
,,,"Temecula, CA"
,,,
,4 star rating,"May 10, 2017",
,4 star rating,,
,,"May 10, 2017",
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">Busy! But great food. That kind of thai that is defiantly above average. I could eat here everyday of the week and be satisfied :)</span>",4 star rating,"Sep 7, 2016","Sydney, Australia"
,,,"Sydney, Australia"
,,,"Sydney, Australia"
,,,
,,,"Sydney, Australia"
,,,"Sydney, Australia"
,,,
,4 star rating,"Sep 7, 2016",
,4 star rating,,
,,"Sep 7, 2016",
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">My friend got the chili basil rice which was good but the massaman beef curry was disappointing. Super hard meat, obviously overcooked and the sauce was strangely milky sweet. I ordered it because the reviews on here said it was great but 10/10 would not recommend getting it. Maybe I got a shitty order but I'd say stick with the noodles or rice.</span>",4 star rating,"Nov 4, 2016","Seattle, WA"
,,,"Seattle, WA"
,,,"Seattle, WA"
,,,
,,,"Seattle, WA"
,,,"Seattle, WA"
,,,
,4 star rating,"Nov 4, 2016",
,4 star rating,,
,,"Nov 4, 2016",
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">Found this place on Yelp and decided to try it. Got there on the early side of dinner as we read that there would be a long queue. Got there and put our name down and were able to get a table within 15 min. We ordered the Pad Se Ew and a ginger chicken dish. The pad se ew was the best I've ever had. The ginger chicken dish was flavorful but we didn't realize that there would be so much chicken and not much else. Would've been better over rice. Overall we had a good dinner there though and next time I'd just order a second noodle dish or curry dish instead of the chicken.</span>",4 star rating,"Aug 14, 2016","San Francisco, CA"
,,,"San Francisco, CA"
,,,"San Francisco, CA"
,,,
,,,"San Francisco, CA"
,,,"San Francisco, CA"
,,,
,4 star rating,"Aug 14, 2016",
,4 star rating,,
,,"Aug 14, 2016",
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">Pretty good Thai food for the area. I only ordered food to go since it was close to the hotel that I was staying at. Called in my order and picked it up like 5-10 minutes later. I ordered the pork belly with green beans which was delicious but a little spicy. Also ordered the chicken curry which was good. I think they both came with white rice. Both time that I was there to pick up my food, there's was no line and it was super fast. Would definitely come here again.</span>",4 star rating,"Jul 16, 2014","Oakland, CA"
,,,"Oakland, CA"
,,,"Oakland, CA"
,,,
,,,"Oakland, CA"
,,,"Oakland, CA"
,,,
,4 star rating,"Jul 16, 2014",
,4 star rating,,
,,"Jul 16, 2014",
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">If a restaurant can't make chicken pad thai, they don't deserve my business.  The chicken pad thai I had here was so spectacular that now I don't think I can eat it any place else.  Not fancy, adequate service but stunning food at a great price.</span>",4 star rating,"Oct 27, 2016","México, D.F., Mexico"
,,,"México, D.F., Mexico"
,,,"México, D.F., Mexico"
,,,
,,,"México, D.F., Mexico"
,,,"México, D.F., Mexico"
,,,
,4 star rating,"Oct 27, 2016",
,4 star rating,,
,,"Oct 27, 2016",
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">Love this place!! Definitely one of my favourites for Thai food and there's no doubt other people would think so too as they consistently have long queues. Decent prices, lively atmosphere and absolutely drool-worthy food.</span>",4 star rating,"Feb 18, 2016","Sydney, Australia"
,,,"Sydney, Australia"
,,,"Sydney, Australia"
,,,
,,,"Sydney, Australia"
,,,"Sydney, Australia"
,,,
,4 star rating,"Feb 18, 2016",
,4 star rating,,
,,"Feb 18, 2016",
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">Most people wrote good review on crispy pork belly. For me the Tom Yum is 5 stars and grill pork neck and its dipping sauce is one the winner</span>",5 star rating,"Nov 24, 2012","Chatswood, Australia"
,,,"Chatswood, Australia"
,,,"Chatswood, Australia"
,,,
,,,"Chatswood, Australia"
,,,"Chatswood, Australia"
,,,
,5 star rating,"Nov 24, 2012",
,5 star rating,,
,,"Nov 24, 2012",
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">I'm bummed out! I've been coming here for the last year and a half and thoroughly enjoyed it but they've changed the menu. Food is still very good but I miss the salmon and duck curry which was very different than their regular curries. They charged me $3 for using my cc on a $23 bill. The feel has changed as well. Just not as much energy. Don't think I'll be coming back as often.</span>",3 star rating,"May 4, 2017","Carlsbad, CA"
,,,"Carlsbad, CA"
,,,"Carlsbad, CA"
,,,
,,,"Carlsbad, CA"
,,,"Carlsbad, CA"
,,,
,3 star rating,"May 4, 2017",
,3 star rating,,
,,"May 4, 2017",
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,4 star rating,,
,4 star rating,,
,4 star rating,,
,,,
,4 star rating,,
,,,
,,,
,3.5 star rating,,
,3.5 star rating,,
,,,
,3.5 star rating,,
,,,
,,,
,3.5 star rating,,
,3.5 star rating,,
,,,
,3.5 star rating,,
,,,
,,,
,4 star rating,,
,4 star rating,,
,,,
,4 star rating,,
,,,
,,,
,4 star rating,,
,4 star rating,,
,,,
,4 star rating,,
,,,
,,,
,4 star rating,,
,4 star rating,,
,,,
,4 star rating,,
,,,
,,,
,3.5 star rating,,
,3.5 star rating,,
,,,
,3.5 star rating,,
,,,
,,,
,3.5 star rating,,
,3.5 star rating,,
,,,
,3.5 star rating,,
,,,
,,,
,4 star rating,,
,4 star rating,,
,,,
,4 star rating,,
,,,
,,,
,4.5 star rating,,
,4.5 star rating,,
,,,
,4.5 star rating,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
"<span class="" raw__09f24__T4Ezm"">299 Sussex St</span>",5 star rating,"Jun 22, 2016","I've tried a range of dishes and really love the Massaman Curry, red curry, all the "
"<span class="" raw__09f24__T4Ezm"">299 Sussex St</span>",5 star rating,"Jun 22, 2016","I've tried a range of dishes and really love the Massaman Curry, red curry, all the "
,,,
,,,
,,,
,,,
,,,"I've tried a range of dishes and really love the Massaman Curry, red curry, all the "
,,,"I've tried a range of dishes and really love the Massaman Curry, red curry, all the "
,,,
,,,"I've tried a range of dishes and really love the Massaman Curry, red curry, all the "
,,,
,,," flavours
Even on a Wednesday evening, there was a queue outside the restaurant."
,,,
,,,Pork belly is really excellent as well as the 
"<span class="" raw__09f24__T4Ezm"">299 Sussex St</span>",,,
,,,
"<span class="" raw__09f24__T4Ezm"">299 Sussex St</span>",,,
"<span class="" raw__09f24__T4Ezm"">299 Sussex St</span>",,,
"<span class="" raw__09f24__T4Ezm"">299 Sussex St</span>",,,
"<span class="" raw__09f24__T4Ezm"">299 Sussex St</span>",,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">Seriously delicious food. There is a queue for a reason. Plenty to choose from including some interesting dishes to widen your normal choices of Thai. Good for kids too. The table system is efficient so don't be put off by the lines. It's worth the wait.</span>",5 star rating,"Jun 22, 2016",Location
"<span class="" raw__09f24__T4Ezm"" lang=""en"">Seriously delicious food. There is a queue for a reason. Plenty to choose from including some interesting dishes to widen your normal choices of Thai. Good for kids too. The table system is efficient so don't be put off by the lines. It's worth the wait.</span>",5 star rating,"Jun 22, 2016",Location
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">Seriously delicious food. There is a queue for a reason. Plenty to choose from including some interesting dishes to widen your normal choices of Thai. Good for kids too. The table system is efficient so don't be put off by the lines. It's worth the wait.</span>",5 star rating,"Jun 22, 2016",Location
,,,Location
,,,Location
,,,
,,,Location
,,,Location
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">Seriously delicious food. There is a queue for a reason. Plenty to choose from including some interesting dishes to widen your normal choices of Thai. Good for kids too. The table system is efficient so don't be put off by the lines. It's worth the wait.</span>",5 star rating,"Jun 22, 2016",Australia
,,,Australia
,,,Australia
,,,
,,,Australia
,,,Australia
,,,
,5 star rating,"Jun 22, 2016",
,5 star rating,,
,,"Jun 22, 2016",
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">Highly overrated and the line outside surely helps with the hype. Service was fast and food looked great, but taste and quality definitely fell short. There was nothing special with any of our 5 plates (dumplings, squid, pad Thai, papaya salad, spring rolls). Just meh.</span>",3 star rating,"Jan 4, 2017","San Francisco, CA"
,,,"San Francisco, CA"
,,,"San Francisco, CA"
,,,
,,,"San Francisco, CA"
,,,"San Francisco, CA"
,,,
,3 star rating,"Jan 4, 2017",
,3 star rating,,
,,"Jan 4, 2017",
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">Seriously my favourite Thai in Sydney. I discovered it back in 2009 and it's still my go to Thai in Sydney's CBD. I know there's a queue but write your name on the list as the turnover is quick.</span>",5 star rating,"Jun 14, 2016","Sydney, Australia"
,,,"Sydney, Australia"
,,,"Sydney, Australia"
,,,
,,,"Sydney, Australia"
,,,"Sydney, Australia"
,,,
,5 star rating,"Jun 14, 2016",
,5 star rating,,
,,"Jun 14, 2016",
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">Very popular place with the locals and the tourists. Found this place through Yelp. Ordered the pork belly which is one of their signature dishes. The dish was full of flavor. Don't be alarmed by the crunchiness which took me off guard at first. Great dish to share but might be too much for just 1-2 people. Also ordered the Chicken pad Thai. It was tasty but nothing spectacular. Would definitely come back.</span>",4 star rating,"Nov 30, 2016","Huntington Beach, CA"
,,,"Huntington Beach, CA"
,,,"Huntington Beach, CA"
,,,
,,,"Huntington Beach, CA"
,,,"Huntington Beach, CA"
,,,
,4 star rating,"Nov 30, 2016",
,4 star rating,,
,,"Nov 30, 2016",
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">The food was delicious. The service was great!  We will definitely return before we leave Sydney. Be sure to get adventurous with the menu.</span>",5 star rating,"Jun 21, 2017","København K, Copenhagen, Denmark"
,,,"København K, Copenhagen, Denmark"
,,,"København K, Copenhagen, Denmark"
,,,
,,,"København K, Copenhagen, Denmark"
,,,"København K, Copenhagen, Denmark"
,,,
,5 star rating,"Jun 21, 2017",
,5 star rating,,
,,"Jun 21, 2017",
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">Fantastic food -- I had the Dim Sim and Kao Kreab Pak Mhor. Very filling for a single person. Loaded with flavor; I liked the contrast between the nuttiness and sweetness of the Kao Kreab, and the tangy, peppery sauce used in the Dim Sim was outstanding. <br><br>Fast service, almost brusque. I was in and out in 15 minutes. I'd go back. <br><br>One note: they have a $1 credit card surcharge.</span>",4 star rating,"Feb 27, 2016","San Jose, CA"
,,,"San Jose, CA"
,,,"San Jose, CA"
,,,
,,,"San Jose, CA"
,,,"San Jose, CA"
,,,
,4 star rating,"Feb 27, 2016",
,4 star rating,,
,,"Feb 27, 2016",
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">We went here for dinner. There was a rain storm that day and the restaurant was crowded with many people waiting too. Fortunately we got our table fast. The service was efficient too. For appetizer, we had curry puff which was sweet and spring rolls which had raw vegetables and tasted different than the fried ones which we have tried at other places. Did not enjoy the spring rolls. For the main course we had stir fry of fat noodles with vegetables and pad thai with vegetables. They were both good and had decent portions.</span>",5 star rating,"Feb 25, 2019","New York, NY"
,,,"New York, NY"
,,,"New York, NY"
,,,
,,,"New York, NY"
,,,"New York, NY"
,,,
,5 star rating,"Feb 25, 2019",
,5 star rating,,
,,"Feb 25, 2019",
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">Just flew in from Melbourne and we were really hungry.  Found Home Thai it was realitively close to our hotel and decided to walk over. You know you found the place when you see the crowd outside.  The wait wasn't bad for a Friday night approximately 20 minutes or so for a table of 2.  Looking inside it was a happening place and the wait staff are working hard.  Had the chicken pad Thai, roasted pork belly and fried squid.  Everything was delicious the squid was spicy but in a good way.  It was the type of spicy that lingers for awhile.   Food comes out amazingly fast. We enjoyed eating here.</span>",5 star rating,"Nov 2, 2015","Middle Village, NY"
,,,"Middle Village, NY"
,,,"Middle Village, NY"
,,,
,,,"Middle Village, NY"
,,,"Middle Village, NY"
,,,
,5 star rating,"Nov 2, 2015",
,5 star rating,,
,,"Nov 2, 2015",
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">If I had written this review during our first visit to Home, it would have been 4 stars.  Maybe there were just stars in our eyes when we found a restaurant we could actually afford to eat in, since prices of everything are astronomical all over Australia.<br><br>We found it by chance, walking by at lunchtime, and tons of people were waiting outside for tables.  But the first time we went around 9:30, and there was no wait for a table.  On that visit, with not so many diners combining their collective body heat with that of the open kitchen, the impossibly small table was not as unbearable as the subsequent visit.  And the noise was moderate, the staff friendlier.<br><br>We started with a Tom Kha chicken soup.  I thought the kitchen had made a mistake, and I missed the coconut milk, but the hostess/waitress pointed out (gently) that it was my mistake.  No matter, since we'd have the coconut milk in the Red Curry with Beef, and the soup was delicious without it.<br><br>The Red Curry was soooo spicy, and I said to my husband ""Gee, we forgot to ask for it medium.""  Said hostess overheard, and it was MILD. ""I always order it mild for non-Asians,"" she said, grinning.  And that's when I realized that in the U.S. we don't get authentic Thai food; it's dumbed-down for Americans!  But despite the heat, it was delicious, even though I went through half a box of Kleenex trying to eat with my nose running.  The other dish, the usually ordinary Pad Thai, helped too, along with the generous portion of jasmine rice that's sold separately. <br><br>Returning to Sydney at the end of our trip, we craved Home's food, so we went back.  This time it was much earlier in the evening, and there was a long line.  But not a long wait.  Apparently, a bunch of groups gave their names, then left, so we were seated just a few minutes later.  But the vanishing outside crowd didn't translate to a comfy experience inside, where every table was filled the whole time.  The heat (if the A.C. was on, it couldn't compete), the noise, and the postage-stamp table made the whole meal a jarring experience.  Since all dishes are served nearly at once, it's no fun trying to fit the various dishes onto such a small space.  And this time we didn't order soup, just the two dishes and rice.  Oh, and two glasses of wine, which we didn't realize they had last time.  The couple next to us, on a first date, ordered half the menu - he must have been trying to impress her - and it was comical to see their table piled up like an episode of Hoarders.  <br><br>We ordered Massamun Curry with Beef, and it was gross.  The thick chunks of meat (with one potato, all swimming in a ton of soupy curry) were 99% fat, and we couldn't stand to look at it, let alone try it.  The same hostess suggested we change it for something that had sliced beef, such as red curry.  Since we didn't remember that that's what we'd ordered the previous time, we did.  And so we ended up with the identical meal both times, skipping the soup.  <br><br>It's easy to combine the two reviews into one and come up with a combined star rating.  Go, but go late, and stick to sliced meat, unless you love to eat all that blubber.</span>",3 star rating,"Dec 2, 2013","Las Vegas, NV"
,,,"Las Vegas, NV"
,,,"Las Vegas, NV"
,,,
,,,"Las Vegas, NV"
,,,"Las Vegas, NV"
,,,
,3 star rating,"Dec 2, 2013",
,3 star rating,,
,,"Dec 2, 2013",
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">This is the most horrible thai food i have ever eaten! Seriously, nothing is good there except the pork belly was exceptional. However, other than that is not that good.</span>",1 star rating,"Oct 15, 2013","Sydney, Sydney, Australia"
,,,"Sydney, Sydney, Australia"
,,,"Sydney, Sydney, Australia"
,,,
,,,"Sydney, Sydney, Australia"
,,,"Sydney, Sydney, Australia"
,,,
,1 star rating,"Oct 15, 2013",
,1 star rating,,
,,"Oct 15, 2013",
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,4 star rating,,
,4 star rating,,
,4 star rating,,
,,,
,4 star rating,,
,,,
,,,
,3.5 star rating,,
,3.5 star rating,,
,,,
,3.5 star rating,,
,,,
,,,
,3.5 star rating,,
,3.5 star rating,,
,,,
,3.5 star rating,,
,,,
,,,
,4 star rating,,
,4 star rating,,
,,,
,4 star rating,,
,,,
,,,
,4 star rating,,
,4 star rating,,
,,,
,4 star rating,,
,,,
,,,
,4 star rating,,
,4 star rating,,
,,,
,4 star rating,,
,,,
,,,
,3.5 star rating,,
,3.5 star rating,,
,,,
,3.5 star rating,,
,,,
,,,
,3.5 star rating,,
,3.5 star rating,,
,,,
,3.5 star rating,,
,,,
,,,
,4 star rating,,
,4 star rating,,
,,,
,4 star rating,,
,,,
,,,
,4.5 star rating,,
,4.5 star rating,,
,,,
,4.5 star rating,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
"<span class="" raw__09f24__T4Ezm"">299 Sussex St</span>",4 star rating,"Jun 15, 2014","I've tried a range of dishes and really love the Massaman Curry, red curry, all the "
"<span class="" raw__09f24__T4Ezm"">299 Sussex St</span>",4 star rating,"Jun 15, 2014","I've tried a range of dishes and really love the Massaman Curry, red curry, all the "
,,,
,,,
,,,
,,,
,,,"I've tried a range of dishes and really love the Massaman Curry, red curry, all the "
,,,"I've tried a range of dishes and really love the Massaman Curry, red curry, all the "
,,,
,,,"I've tried a range of dishes and really love the Massaman Curry, red curry, all the "
,,,
,,," flavours
Even on a Wednesday evening, there was a queue outside the restaurant."
,,,
,,,Pork belly is really excellent as well as the 
"<span class="" raw__09f24__T4Ezm"">299 Sussex St</span>",,,
,,,
"<span class="" raw__09f24__T4Ezm"">299 Sussex St</span>",,,
"<span class="" raw__09f24__T4Ezm"">299 Sussex St</span>",,,
"<span class="" raw__09f24__T4Ezm"">299 Sussex St</span>",,,
"<span class="" raw__09f24__T4Ezm"">299 Sussex St</span>",,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">We ate at Home while traveling from the U.S. on vacation and enjoyed it very much. It's a busy, high-energy place that seemed to be full of locals. We had massaman curry with beef and panang curry with salmon. Both were fabulous, though highly spiced. We also enjoyed fresh spring rolls and dim sum. If it wasn't our last night in Sydney we'd probably go back again. It was one of our best meals while on vacation in Australia, even compared to much higher end restaurants. We went early (5:30) on a Sunday evening and only had to wait a few minutes, and had fun watching the kitchen prepare all the food through the large windows out front while we waited. There was quite a line by the time we finished eating. Staff was attentive and pleasant, although very busy and rushing around.</span>",4 star rating,"Jun 15, 2014",Location
"<span class="" raw__09f24__T4Ezm"" lang=""en"">We ate at Home while traveling from the U.S. on vacation and enjoyed it very much. It's a busy, high-energy place that seemed to be full of locals. We had massaman curry with beef and panang curry with salmon. Both were fabulous, though highly spiced. We also enjoyed fresh spring rolls and dim sum. If it wasn't our last night in Sydney we'd probably go back again. It was one of our best meals while on vacation in Australia, even compared to much higher end restaurants. We went early (5:30) on a Sunday evening and only had to wait a few minutes, and had fun watching the kitchen prepare all the food through the large windows out front while we waited. There was quite a line by the time we finished eating. Staff was attentive and pleasant, although very busy and rushing around.</span>",4 star rating,"Jun 15, 2014",Location
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">We ate at Home while traveling from the U.S. on vacation and enjoyed it very much. It's a busy, high-energy place that seemed to be full of locals. We had massaman curry with beef and panang curry with salmon. Both were fabulous, though highly spiced. We also enjoyed fresh spring rolls and dim sum. If it wasn't our last night in Sydney we'd probably go back again. It was one of our best meals while on vacation in Australia, even compared to much higher end restaurants. We went early (5:30) on a Sunday evening and only had to wait a few minutes, and had fun watching the kitchen prepare all the food through the large windows out front while we waited. There was quite a line by the time we finished eating. Staff was attentive and pleasant, although very busy and rushing around.</span>",4 star rating,"Jun 15, 2014",Location
,,,Location
,,,Location
,,,
,,,Location
,,,Location
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">We ate at Home while traveling from the U.S. on vacation and enjoyed it very much. It's a busy, high-energy place that seemed to be full of locals. We had massaman curry with beef and panang curry with salmon. Both were fabulous, though highly spiced. We also enjoyed fresh spring rolls and dim sum. If it wasn't our last night in Sydney we'd probably go back again. It was one of our best meals while on vacation in Australia, even compared to much higher end restaurants. We went early (5:30) on a Sunday evening and only had to wait a few minutes, and had fun watching the kitchen prepare all the food through the large windows out front while we waited. There was quite a line by the time we finished eating. Staff was attentive and pleasant, although very busy and rushing around.</span>",4 star rating,"Jun 15, 2014","Miami, FL"
,,,"Miami, FL"
,,,"Miami, FL"
,,,
,,,"Miami, FL"
,,,"Miami, FL"
,,,
,4 star rating,"Jun 15, 2014",
,4 star rating,,
,,"Jun 15, 2014",
,,,
,,,
"<span class="" raw__09f24__T4Ezm"" lang=""en"">This was probably the best Thai food I have ever had... Everything my group ordered was delicious. Highly recommend getting the mango sticky rice for dessert! Would go back just for that...</span>",5 star rating,"Jul 16, 2018","Phoenix, AZ"
,,,"Phoenix, AZ"
