text,rating,date,location,review_length,word_count
"Just flew in from Melbourne and we were really hungry.  Found Home Thai it was realitively close to our hotel and decided to walk over. You know you found the place when you see the crowd outside.  The wait wasn't bad for a Friday night approximately 20 minutes or so for a table of 2.  Looking inside it was a happening place and the wait staff are working hard.  Had the chicken pad Thai, roasted pork belly and fried squid.  Everything was delicious the squid was spicy but in a good way.  It was the type of spicy that lingers for awhile.   Food comes out amazingly fast. We enjoyed eating here.",5 ,"Nov 2, 2015","Middle Village, NY",599,111
"If I had written this review during our first visit to Home, it would have been 4 stars.  Maybe there were just stars in our eyes when we found a restaurant we could actually afford to eat in, since prices of everything are astronomical all over Australia.We found it by chance, walking by at lunchtime, and tons of people were waiting outside for tables.  But the first time we went around 9:30, and there was no wait for a table.  On that visit, with not so many diners combining their collective body heat with that of the open kitchen, the impossibly small table was not as unbearable as the subsequent visit.  And the noise was moderate, the staff friendlier.We started with a Tom Kha chicken soup.  I thought the kitchen had made a mistake, and I missed the coconut milk, but the hostess/waitress pointed out (gently) that it was my mistake.  No matter, since we'd have the coconut milk in the Red Curry with Beef, and the soup was delicious without it.The Red Curry was soooo spicy, and I said to my husband ""Gee, we forgot to ask for it medium.""  Said hostess overheard, and it was MILD. ""I always order it mild for non-Asians,"" she said, grinning.  And that's when I realized that in the U.S. we don't get authentic Thai food; it's dumbed-down for Americans!  But despite the heat, it was delicious, even though I went through half a box of Kleenex trying to eat with my nose running.  The other dish, the usually ordinary Pad Thai, helped too, along with the generous portion of jasmine rice that's sold separately. Returning to Sydney at the end of our trip, we craved Home's food, so we went back.  This time it was much earlier in the evening, and there was a long line.  But not a long wait.  Apparently, a bunch of groups gave their names, then left, so we were seated just a few minutes later.  But the vanishing outside crowd didn't translate to a comfy experience inside, where every table was filled the whole time.  The heat (if the A.C. was on, it couldn't compete), the noise, and the postage-stamp table made the whole meal a jarring experience.  Since all dishes are served nearly at once, it's no fun trying to fit the various dishes onto such a small space.  And this time we didn't order soup, just the two dishes and rice.  Oh, and two glasses of wine, which we didn't realize they had last time.  The couple next to us, on a first date, ordered half the menu - he must have been trying to impress her - and it was comical to see their table piled up like an episode of Hoarders.  We ordered Massamun Curry with Beef, and it was gross.  The thick chunks of meat (with one potato, all swimming in a ton of soupy curry) were 99% fat, and we couldn't stand to look at it, let alone try it.  The same hostess suggested we change it for something that had sliced beef, such as red curry.  Since we didn't remember that that's what we'd ordered the previous time, we did.  And so we ended up with the identical meal both times, skipping the soup.  It's easy to combine the two reviews into one and come up with a combined star rating.  Go, but go late, and stick to sliced meat, unless you love to eat all that blubber.",3 ,"Dec 2, 2013","Las Vegas, NV",3141,578
"This is the most horrible thai food i have ever eaten! Seriously, nothing is good there except the pork belly was exceptional. However, other than that is not that good.",1 ,"Oct 15, 2013","Sydney, Sydney, Australia",169,30
"We ate at Home while traveling from the U.S. on vacation and enjoyed it very much. It's a busy, high-energy place that seemed to be full of locals. We had massaman curry with beef and panang curry with salmon. Both were fabulous, though highly spiced. We also enjoyed fresh spring rolls and dim sum. If it wasn't our last night in Sydney we'd probably go back again. It was one of our best meals while on vacation in Australia, even compared to much higher end restaurants. We went early (5:30) on a Sunday evening and only had to wait a few minutes, and had fun watching the kitchen prepare all the food through the large windows out front while we waited. There was quite a line by the time we finished eating. Staff was attentive and pleasant, although very busy and rushing around.",4 ,"Jun 15, 2014","Miami, FL",785,143
This was probably the best Thai food I have ever had... Everything my group ordered was delicious. Highly recommend getting the mango sticky rice for dessert! Would go back just for that...,5 ,"Jul 16, 2018","Phoenix, AZ",189,32
Best Thai food I had in Sydney. Lived there for 12 months and enjoyed the food in this part of town. The green curry was my favorite. If you are in town and looking for something good quick and fulfilling check this place out. The home cafe is also good.,5 ,"Apr 21, 2014","San Diego, CA",254,50
"The place was packed.  Wait staff handled the crowds effortlessly, seating me, taking my order, and food on table within 15 mins.    I had the spring rolls and green curry with chicken.   Both were absolutely wonderful, full of balanced flavor.   I'd go back anytime.",5 ,"May 4, 2018","Reno, NV",267,44
"Best Thai food in the city. There's always a big crowd of people waiting for a table at lunch and dinner time, so come early or at odd hours if you don't want to queue. My favourite dishes here are the panang curry with salmon, the roasted duck curry, the pad thai and the yum hua plee salad (shredded banana flower with prawns, chicken, shallots, coriander, chilli and a heap of other yummy stuff). The desserts are terrific too and ridiculously cheap - about $5 each. Service is fast and friendly.",5 ,"Aug 26, 2012",Australia,499,91
"Good food, quick service. I had the crispy pork belly everyone raves about about. It was yummy! I don't see that dish here in the states, but I will look for it.",5 ,"May 26, 2016","San Mateo, CA",161,32
"Great Thai at a great price!  Best value meal we've had since arriving over two weeks ago.  Place is seemingly always busy, but well managed and turns tables as quickly as the customers want---a welcome change from the inattention received at most eateries.  Owner has embraced technology with iPad ordering system for the servers that helps improve service.Thai donut dessert was a hit with my daughter!",5 ,"Jan 7, 2013","CO, CO",404,66
"Had a great meal with very generous servings and fast service. There was a cue, 40 mins we were in. School holidays a busy time. #65 was very spicy and made you sweat. I had the tom yum prawns and it took my breath away at times. The flavours were amazing. The decor is basic, but the food made it worth it. Great place",4 ,"Jul 5, 2016","Sydney, Australia",319,64
"It's usually too sweet or too salty for my taste buds, rather than being a good balance of both. But, always a satisfying meal nonetheless.",3 ,"May 16, 2014","New York, NY",139,25
Very good Thai.  Spice was good.  Food was fresh and full of flavor.,4 ,"Apr 29, 2014","Templeton, CA",68,13
"As far as Thai goes this is one of my personal favourites, the restaurant it's is a little crowded but the staff are pretty good and the turnover is quite quick so don't have to wait too long. Be adventurous with the menu and or see things other than the standard pad thai, which are great, but there are so many other good options",4 ,"Jun 3, 2018","Sydney, Australia",331,64
"Amazing Thai food here. We wish Chicago had food like this. The crispy pork belly, fried rice and glass noodles were terrific. The service was good and this place is popular for office lunch hour so get there before noon.",5 ,"Aug 1, 2013","Chicago, IL",221,40
"Trully decilious Thai food, reasonable dish price, trully love it as an asian. better go there earlier or u will wait for more than 20mins or more. Around 20-30 per peeson.",5 ,"Aug 1, 2015","Strathfield, Australia",172,31
"We stumbled on this place on our first day in Sydney, the food was cheap and top notch! It's now our go to place for inexpensive evening meal if having a couple of drinks in darling harbour.Waiting staff are hit and miss...Can't argue with the quality of food for the price!",4 ,"Feb 20, 2014","Surry Hills, Australia",274,51
"Not super impressed. Pretty basic thai food. Very busy, long waiting line, so I was expecting something out of the ordinary.",3 ,"Jul 5, 2014","Melbourne, Australia",124,21
"the food was okay i guess, but why was there only thai choices? like omg i just wanted a burger",2 ,"Apr 20, 2018","Tarneit, Australia",95,20
"Its a great place for authentic Thai food for a moderate price. There is no booking system so you can be waiting for up to an hour which is frustrating when you are starving and trying to impress your friends with your dinner choices. Its a great eat but there is nothing complicated about Thai food so I would rather go to a smaller, quieter place with food that tastes just the same.",4 ,"Mar 8, 2016","Sydney, Australia",385,73
"Food was delicious, service was good. I was sitting next to the stair and could see the whole kitchen wasnt in good atmosphere. The manager took the control by standing and look at them working. It looks so scary tho but it might be the good way of quality control for the business but not for the employee. I just didnt like the atmosphere of the open kitchen",3 ,"Jul 8, 2014","Sydney, Australia",360,68
"Excellent Thai food. Authentic, well organised, friendly staff, busy atmosphere. Watch out for the crowd in Front of the entrance and be prepared to wait to get a table.",4 ,"Dec 5, 2014","Sydney, Australia",169,29
"One of the best thai food in town.Cheap and the food are fantastic. Once we order, the food arrive in no time.I've always see a queue everytime I walk past it and now I know why.",5 ,"Oct 26, 2012","Sydney, Australia",178,36
"If you are a Thai food connoisseur, then this place is worth trying. The red curry fish dish was delicious: the flavors were delightful, as the traditional spices and passion fruit merged fabulously. And the fish was fresh. Bring cash because it's cash only. If there's a line, it's worth the wait.",5 ,"Nov 11, 2017","Oakland, CA",298,52
"Was here June 16, 2013. Must try: soft shell crab papaya salad, panang salmon curry and beef with chili basil. Super fast service but the table was too small to accommodate the plates.",4 ,"Oct 30, 2013","San Francisco, CA",184,33
"Good Food, just don't expect great service.  Seems the waiter didn't appreciate my asking for a curry dish at 3:45 PM.  They only offer curry dishes at 4:00 PM.  He said he'd give it to us but when it came, it was barely edible as it was full of slivers of red peppers.  Guess he showed us.  No check on us after.  We even had to approach him to pay the bill.  Nice place...but snooty waiter.",3 ,"Sep 30, 2012","Granville Island/False Creek, Vancouver, Canada",392,76
"Highly recommend this place for great and reasonably priced Thai food.  It's really busy, but they serve quickly.",5 ,"Aug 31, 2017","San Jose, CA",113,18
"Great place, really cheap, really great food. Not good for an intimate time out but fantastic for a quick bite. Very good variety of food, didn't wait more than 5 minutes for our meals. The alcohol is very cheap as well compared to most city bars. It's easy to walk past though, so keep your eyes peeled at the entrance to the street.",5 ,"Apr 11, 2013","Sydney, Australia",334,63
Best Thai food in Sydney along with chat thai! Can't recommend just 1 thing in particular but I really liked the masaman curry and the pad Thai as well as the snapper dish.,5 ,"Dec 31, 2013","Orlando, FL",172,33
"The pad Thai and curry were great! Everything was a bit on the spicy side, so be careful. Great service, very clean and authentic Thai food",5 ,"Aug 20, 2017","Corte Madera, CA",139,26
This place is actually pretty bad. The staff are very slow and don't know what is on there own menu. The food is also way to spicy with no depth and flavour to make up for it. Totally avoid.,1 ,"May 19, 2013","Cambridge, MA",190,39
"We went here for lunch. I heard this place was pretty popular. We were able to sit down right away which was great. I ordered Larb, one of my favorites..A little bummed that they wanted to charge me almost $3 for rice. Rice usually comes with Larb especially if you are charging me over $9 for it...I did not like that. Food was great, I recommend mango + sticky rice for dessert.",4 ,"Mar 21, 2012","San Francisco, CA",380,72
Well worth the wait. Excellent and fresh Thai dishes. Fantastic ambiance and very lively atmosphere. Need option to pay with PayPal to speed through checkout (line to pay at the register was way too long).,4 ,"Feb 28, 2013","San Jose, CA",205,35
Nice food. I like the smell of the food you can experience when you sit inside the restaurant.,4 ,"Nov 10, 2013","Mountain View, CA",94,18
"Worst service ever in my life. They treat customers very badly. I have visited this place today for lunch and after waiting for 15 mins , we got the table . We ordered the food and when the food arrived, we asked for more additional tissues and a spare straw. The waitress is very rude and she didn't care to give the straw in the hand. We understood that it is busy time , so we went and got the tissue and the straw by ourselves . When the food arrived we went to the front desk to ask some soya sauce as the food is too bland..and she strikes again with her rude behaviour shouting at me for asking additional tissues and straw. I don't understand what was her problem. The other waitresses also supported her and showed us the door asking us to get out of the restaurant . This shows how rude their behaviour is. I never saw any restaurant in Sydney asking customers to leave the restaurant until and unless they physically handle people.When I insisted them that I want talk to the manger they said he is not available ... please think twice before you go to this place... I will never ever go to this place again in my life and so as my friends and colleagues in my office ..",1 ,"Apr 8, 2019","Sydney, Australia",1181,227
"This was listed as one of the best Thai restaurants in Sydney - so I wanted to give it a try.  When I saw the crowd waiting outside for seats I was kind of excited (usually the sign of a good restaurant).  In the end, it was decent enough - but not tremendously special.  My appetizer (or entree) was the Kao Kreab Pak Mhor - a little dumping purse of veggies and tofu.  That was actually quite interesting, though I was a bit confused as they brought it out well after my main.  For my main I had Pad Kee Mao.  It was perfectly good and well spiced - but not unlike anything I could get in Chicago at any decent Thai restaurant.  The prices were perfectly reasonable, particularly for Sydney, but I was a little put off when I asked if I could take my leftovers to go and they wanted to charge me $.50 for the container.",3 ,"Jul 29, 2012","Chicago, IL",821,159
"enjoyed this place, tasty, spicy, not too expensive.  ate a lot of thai late night on sydney!",5 ,"Nov 30, 2011","Palo Alto, CA",93,17
"When we first arrived there was already a long line but we waited because we heard that this Thai place is suppose to be awesome.  Waited for a long time and we finally got inside. We sat down and we just looked at each other because they didn't give us a menu to look at or any water. The hostess just sat us down with nothing. Then we asked a waitress for some menus and water. Then she asked ""oh you guys don't have it yet?"" Well duh we don't have any that's why I asked! Then we ordered our food...we wanted chicken meatball but the waitress order us fried chicken. We told her that we didn't ordered it but the waitress insisted that we did. So we took it anyways. All of our food came out and we began to eat. Then I peer over and saw the waitress talking to another waitress and she looked at our table. I felt like she was talking behind our backs. If she has problem please tell it to my face. I don't appreciate what the waitress did. Food was good but the service sucks. Will not be coming back or recommend.",2 ,"Aug 5, 2015","Oklahoma City, OK",1019,200
My wife and I visited Home Thai a couple nights ago. The ambience in the restaurant is lively and it had a decent vibe. When we ordered off the menu we asked about the difference between two meals as they were listed exactly the same. The waitress explained that one was spicy and the other was not. We explained that we would like the non-spicy dish and if she could bring a little spice on the side that would be great. She agreed. Once we received our dishes - the dish that was supposed to be non-spicy was very very hot. You should understand that we are used to eating spicy food so we don't have a problem with spiciness - the only reason we didn't risk it is because one of the reviews we read said that the spiciness at this restaurant can be crazy. We took the first bite and attempted to send the dish back. I kid you not the waitress refused to take it back. She apologized that it was too spicy but her solution was that we should other a second one and then mix them together so it is not as spicy and she would ensure that the second dish had no spice. Umm what? We declined that option and shared the one dish that was not spicy. Upon return to the table she told us that she would remove the dish from the bill as we did not eat it and it was not what we ordered. We asked for the bill and she advised us to pay on our way out which was 20 feet away from where we were sitting. At the cashier the bill had both dishes - We explained to the cashier that one was supposed to be removed. She went back to the waitress who had cleared our table in 3 seconds - the waitress told her we ate the dish. This really ticked us off - at this point it was not about the money but the principle and we explained that to the cashier. The cashier quickly offered to take 50% off at which point steam was probably coming out of my ears so we paid and exited the restaurant. Funny enough on the walk back to our hotel another couple who was at the restaurant shared that they had a similar experience. I'm not sure if this is a tourist trap or its just the way they conduct business. The one meal we had was decent but the experience was horrible and put a bad taste in our mouth in what was otherwise an excellent visit to Sydney. So in short - stay away!,1 ,"May 25, 2018","San Diego, CA",2256,449
love their mango sticky rice dessert. price is reasonable and the menu is similar to most thai restaurants in the city so choosing a dish isnt hard. always enjoy dining at home thai.,4 ,"Sep 13, 2015","Sydney, Australia",182,33
"best thai in sydney, highly reccomend any dish from the main course ok",4 ,"Mar 30, 2016","Adelaide, Australia",70,13
"Hard to find, walked past it.  Bit noisy but the food is awesome!  Both noodle dishes were fantastic and the spicy Thai sausage was the best I have ever had.  Very authentic.",5 ,"Aug 24, 2014","Ramona, CA",174,32
I went there once with my friend. Food was fresh and delicious. Beautiful surroundings friendly effiicent staff,3 ,"Jun 30, 2014",Australia,111,17
Awesome food. Fast service. Really recommend this place for authentic thai food. Worth for money.,5 ,"Oct 3, 2015","Auckland, New Zealand",97,15
As good as it gets!!! Everything is top notch!! We had the green curry and the massaman curry. Absolutely outstanding flavor!! A must when in Sydney!,5 ,"Nov 8, 2013","Naples, FL",149,26
"This is the best Thai cuisine in Sydney, even better than Chathai. Everything is delicious, from salad to desert. We went there couple of times, never disappointed.",5 ,"Oct 10, 2012","Allawah, Australia",164,27
"the pork belly were very hard and dry, the soup were very very salty, would not visit again.",2 ,"Dec 22, 2015","Sydney, Australia",92,18
I have traveled all over the world as a pilot. Been to Bangkok several times and I can unequivocally assert that Home Thai is THE BEST Thai food anywhere in the world outside of Thailand! Stopped downplaying the expectations of the dozens of people I've taken here - nobody has ever been disappointed. Totally addicted to the Green Curry Chicken and the Pad Thai is fresh and worth a try even if you're tired of having PT in other restaurants. Cannot recommend a restaurant more highly!,5 ,"Jan 20, 2023","Seal Beach, CA",486,86
"Arrive early to avoid a long wait time.  When we visit Home Thai, we try to arrive around 5:30 to beat the dinner crowd.The food is authentic and delicious.  It is quite spicy, so be aware.  We always order several dishes to share and have sampled almost the entire menu over several visits.I love the concept of the open kitchen.  You especially have a great bird's eye view from the second floor.Be aware, they will not split checks and they charge a surcharge for using a credit card.I find the staff to be rather rude at times and language appears to be a barrier.  We virtually have to beg for water refills.  They bring out a small pitcher that only fills our 5 small cups once.  With spicy Thai, I want water readily available.The place is always hot, so dress for that.",4 ,"Dec 18, 2017","Waukee, IA",777,142
"One of the best Thai restaurants in the CBD. Wide selection of authentic dishes, fantastic service, intimate location and a great atmosphere. Highly recommended 77.3/100.",4 ,"Aug 27, 2020",Australia,170,25
"Food is fine but ONE SERVER IS TERRIBLE And whoever order this drink ( it is coconut rum malibu + coconut milk ) should drink the bottom and top separately ( please do not mix them cuz the taste gonna be abit weird ) And by the way, I wish i could talk to the owner at that time.Everything was good until i mix my drink together and yes they taste weird , so as a bartender, i know how to fix this thing. I simply ask for 2 pieces of LIME . And the lady who took that order look at me and ask again ""2 PIECES ? ""And replied ""Yes ""Later on a man brought out 2 Lamb skewers and i told him that it would be a mistake. Then that lady ( she looks asian and her base on her accent I guess she from Thai ) came out , took that plate from the man and put near my face "" WHAT IS WRONG WITH THIS "" she said ( feel like yelling honestly )MORE IN PICTURE ( couldn't post the whole thing )",2 ,"Oct 22, 2018","South Vancouver, Vancouver, Canada",876,188
"After patronising this business for years - the star rating has fallen from 5 to 1. I'd give this place zero if I could! Today was the worst experience I have ever had in any restaurant! On the front cover of the menus was a hand written sticker advising that there was a surcharge for Good Friday of $1 per dish. Ok fine with that. After the meal, I went to pay my bill and I questioned why the surcharge was suddenly $4. I was told that I had been charged $1 per serve. The rudest female I have ever encountered, argued that there is a surcharge per food item. I said I only had three items. She then insisted that the main dish was two servings, therefore extra surcharge. This escalated into an argument. She kept deliberately laughing in my face and ridiculing me saying ""Pay up now- you already have eaten! Next she was screaming ""Get out and don't come back!""I have never met or been spoken to by a total bitch or low life! (You can tell I'm fuming)I told her she was the rudest woman I had ever met and she then began to yell further abuse and now threatened to call the Police. Not getting anywhere in reasoning about the situation, I paid cash and then left to find out I was now short changed! I returned back to get the correct change - and could tell she knew that she hadn't given the right money - laughing in my face again! What a debacle on Good Friday. It certainly turned any good into bad! I will never go back to this restaurant again regardless of the food. The service is shocking and the waitresses are the rudest you'll ever find anywhere in Sydney. Just look at their scowling faces!",1 ,"Mar 25, 2016","Sydney, Australia",1609,305
"If I ever come back to Sydney, this place is a must return. The restaurant has a nice ambience, where 2 to 4 people is a reasonable group to seat per table.  But, I did see a group of 7, but it was pinched. Many options to choose from the menu. I ordered the vegetable Pad Thai, which came piping hot, right from the wok to my plate steaming hot. My preference as I dislike room temperature food.  The first bite was amazing!!!!!!! Flavours were on point and authentic. It was a bit spicy, so if you prefer less spicy, let them know beforehand. We also ordered the chili fried rice with chicken, which comes grounded. So you can barely see the chicken and it was overwhelmingly spicy. Like you were having just the chili for dinner. For those really spicy lovers, you'll really enjoy this dish. For those who want to taste and enjoy this dish, you might want to ask for less spicy beforehand.And, if you need a washroom, go to one before you reach this restaurant. To get to their washroom, you have to step out of the restaurant, go next door, where they'll scan their keycard to get you in, and then go up a set of stairs.  Even then, I wasn't sure when was the last time that washroom was cleaned. And, it's shared amongst the people in that building, including another restaurant.",4 ,"Jan 13, 2017","Brampton, Canada",1284,238
"Our local friend recommend us this pearl in Sydney. It was definitely one of our favorite restaurants here. The food is very authentic and delicious. Even though it's crowded and there is a queue, it's worth the wait. Food: 9/10Service: 8.5/10Atmosphere: 8.5/10",5 ,"Apr 16, 2019","San Jose, CA",261,42
"I've been dying to come here - had it bookmarked for two weeks now. Note - their machine didn't work for our card so that was a HUGE piss off. Luckily we had cash on us or.. I guess we woudln't have had to pay? Either way it was annoying. Mind your cash when you go, they might not be able to take your card. Docked half a star for that. On to the food! We got:Coconut chicken soup, chicken pad thai and the pork belly. Coconut chicken soup required me to sift through and remove the lemongrass and cilantro (what you folks call ""coriander""). The flavors in this were mild, with exception to the obnoxiousness of what I assumed was the lemongrass. The chicken wasn't bad, but wasn't exceptional. Docked another half star for the mediocrity of this dish. Here is where they got their stars. The pork belly and the pad thai. Both were great. Pad thai came with spices and sugar not yet mixed in. When we go again, if we get the pad thai I'll take out about half the sugar they add. A bit less sweet and it would have been perfect, but it was a satisfactory dish regardless. A bit better than Chat Thai's pad thai, if due to the customizability of the separate ingredients. When the pork belly comes eat it right away. This dish is best when it is piping hot, and its also easier to distinguish (bones???) in the dish. It was crispy as hell (is hell crispy? I'll find out eventually), and the flavor. The flavor deserves its own poorly written paragraph.It was this sweet-savory flavor. I wish I would have thought about it more in the moment, because all I can remember is the startling crunch, and thinking  ""should I be eating this part?""  The first few bites were absolutely incredible, succulent is the perfect word, for a lack of food-related-adjective-prowess. But that allure wears off with the temperature of the dish, we found. The pork belly would be best enjoyed by a few ravenous people who can eat it during its peak flavor and texture(right after it comes out).",4 ,"May 17, 2016","Winnipeg, Canada",1973,361
"Excellent thai restaurant in the city !!! Located in the CBD and very popular, there is always a queue after 6pm!The food is tasty and you will have plenty of choice in the menuThe pineapple fried rice is delicious :)",4 ,"Jun 18, 2016","Sydney, Australia",217,40
"Ambiance:- lively atmosphere - tight spacingService:- friendly - quick on refills and getting food outFood:- very tasty pad thai, curry shrimp and morning glory- would recommend all the dishes above- beef tongue was great but had some tough pieces",5 ,"Apr 7, 2019","Downtown, Los Angeles, CA",247,39
